customer_id,customer_name,customer_gender,customer_birthdate,age,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,latitude,longitude,has_loyalty_card
15.0,  Henry Thompson,male,1949-01-08 08:44:00,77.0,0.0,1.0,0.0,3.0,7237.0,591.0,7.0,1807.0,507.0,42.0,304.0,176.0,2237.5,153.0,441.0,154.0,0.1113161982340499,2014.0,38.760359275134725,-9.088422920127655,True
16.0,  Charlene Baird,female,2000-10-27 18:38:00,25.0,0.0,0.0,1.0,7.0,11107.0,108.0,15.0,620.0,162.0,182.0,1094.0,487.0,607.0,89.0,683.0,37.0,0.9779245524062679,2021.0,38.78541245732896,-9.152032204165351,True
18.0,Bruno Goldbeck,male,1997-06-01 18:05:00,29.0,0.0,1.0,2.0,1.0,10490.0,8297.0,20.0,104.0,574.0,705.0,1249.0,737.0,205.0,667.0,550.0,134.0,0.4091402734153587,2018.0,38.74600841010293,-9.15622923060766,True
19.0,  Evelyn Quinn,female,1947-09-05 04:31:00,78.0,1.0,2.0,2.5,3.0,8264.0,1660.0,19.0,266.0,399.0,514.0,1024.0,1405.0,819.0,168.0,533.0,65.0,0.157528602099963,2007.0,38.78699922945693,-9.135196125512602,True
20.0,  Arlene Hernandez,female,1945-10-26 16:04:00,80.0,1.0,0.0,1.0,5.0,35044.0,78.0,20.0,395.0,567.0,621.0,1000.0,910.0,1560.0,285.0,255.0,253.0,0.4308490612060748,2017.0,38.75274681712484,-9.135250341406646,True
22.0,  James Kolodziej,male,1943-08-27 16:36:00,82.0,1.0,1.0,1.0,3.0,15333.0,883.0,14.0,1325.0,551.0,257.0,117.0,150.0,2057.0,100.0,473.0,205.0,0.0320563109521218,2019.0,38.756582425623094,-9.15436602277348,True
24.0,  Linda Bryant,female,1966-12-08 13:58:00,59.0,1.0,1.0,0.0,2.0,20270.0,1816.0,17.0,2118.0,507.0,408.0,40.0,53.0,890.0,238.0,342.0,139.0,0.0660401921930587,2012.0,38.74710885689428,-9.186784838800778,True
25.0,  Tom Fisher,male,2001-03-17 10:08:00,25.0,0.0,0.0,1.0,2.0,8829.0,345.0,8.0,471.0,121.0,1657.0,1028.0,758.0,91.0,475.0,44.0,61.0,0.6532370294994334,2029.0,38.70758994916797,-9.161818002552854,True
26.0,  Jeffery Brown,male,1991-07-10 17:03:00,34.0,2.0,1.0,1.0,4.0,39047.0,3650.0,11.0,126.0,721.0,739.0,532.0,920.0,1101.0,268.0,499.0,126.0,0.2331716143295922,2019.0,38.727745834323656,-9.185483625264848,True
27.0,  Edna Christy,female,1988-10-04 08:59:00,37.0,1.0,0.0,0.0,2.0,12067.0,274.0,22.0,471.0,125.0,177.0,811.0,157.0,243.0,52.0,210.0,16.0,0.5625619630219125,2016.0,38.777746595386375,-9.167540842777818,True
28.0,  Arthur Doyle,male,1991-07-13 20:49:00,34.0,2.0,1.0,2.0,1.0,9842.0,2173.0,12.0,311.0,193.0,691.0,422.0,566.0,485.0,736.0,301.0,35.0,0.6308553294317327,2020.0,38.74813760378645,-9.156526394540954,True
29.0,  Debra Mcleod,female,1959-09-13 05:39:00,66.0,1.0,0.0,0.0,5.0,10232.0,2309.0,14.0,338.0,280.0,595.0,438.0,821.0,1067.0,225.0,454.0,127.0,0.5897405207838152,2011.0,38.72716384639923,-9.2052703305056,True
30.0,  Melissa Earing,female,1980-09-12 02:38:00,45.0,1.0,0.0,1.0,1.0,8793.0,3285.0,9.0,2219.0,477.0,281.0,42.0,511.0,613.0,162.0,47.0,73.0,0.074966511144387,2008.0,38.754215503038,-9.17366872422114,True
31.0,Cruz Pope,female,1972-09-14 18:28:00,53.0,0.0,0.0,1.0,2.0,6520.0,3754.0,23.0,292.0,473.0,913.0,653.0,882.0,589.0,736.0,546.0,54.0,0.3058264810330052,2016.0,38.73353626643542,-9.167613813757033,True
33.0,  Stan Vian,male,1940-03-07 16:07:00,86.0,0.0,0.0,0.0,5.0,8225.0,2873.0,23.0,815.0,503.0,199.0,924.0,511.0,678.0,33.0,678.0,89.0,0.0219439132124308,2021.0,38.69790927684401,-9.16725691086542,True
34.0,  Ruth Snoddy,female,1957-09-29 03:57:00,68.0,0.0,1.0,1.0,1.0,13396.0,1321.0,9.0,439.0,326.0,5.0,696.0,523.0,670.0,736.0,739.5,60.0,0.0849881318023555,2010.0,38.75980720441785,-9.155894766799689,True
35.0,  Thomas King,male,1979-08-08 05:25:00,46.0,1.0,1.0,0.0,2.0,37795.0,2130.0,8.0,636.0,102.0,310.0,890.0,844.0,842.0,42.0,524.0,212.0,-0.0255236179443299,2011.0,38.762036481750954,-9.158846685096057,True
36.0,  Shantae Worley,female,1972-08-16 16:36:00,53.0,2.5,0.0,0.0,3.0,32925.0,5770.0,14.0,1083.0,759.0,1737.0,1300.0,956.0,1451.0,372.0,327.0,305.0,0.1165796006586249,2006.0,38.76021401470984,-9.194390645605838,True
37.0,  Alonzo Crossan,male,2000-09-29 19:54:00,25.0,1.0,1.0,0.0,5.0,25539.0,1089.0,7.0,907.0,1238.5,896.0,1153.0,962.0,1205.0,344.0,329.0,330.0,-0.1848199878391639,2028.0,38.72970010948747,-9.196584989123338,True
38.0,  Vanessa Wells,female,1978-01-27 20:53:00,48.0,1.0,0.0,1.0,6.0,8371.0,205.0,13.0,218.0,379.0,316.0,493.0,1512.0,249.0,94.0,328.0,151.0,0.0615688647714884,2014.0,38.71247116480576,-9.129835005121535,True
39.0,  Dawn Cannon,female,1987-12-15 23:35:00,38.0,1.0,1.0,1.0,4.0,37097.0,2598.0,14.0,283.0,246.0,706.0,1243.0,680.0,2237.5,263.0,359.0,302.0,0.4942214328019912,2007.0,38.77949960090595,-9.152015004454716,True
40.0,  Madge Bell,female,1959-08-10 00:46:00,66.0,1.0,2.0,0.0,7.0,26555.0,7141.0,10.0,1327.0,379.0,1838.0,1773.0,1429.0,1428.0,223.0,380.0,266.0,0.2274411335550715,2009.0,38.745229204961255,-9.116639572490518,True
41.0,  Marion Davis,female,1946-10-28 18:04:00,79.0,1.0,1.0,1.0,6.0,1806.0,1248.0,17.0,1963.0,398.0,325.0,55.0,47.0,595.0,126.0,199.0,91.0,0.1269068530725506,2013.0,38.759760815806594,-9.122087512242429,True
42.0,  Bonny Correa,female,1990-02-09 21:03:00,36.0,2.0,0.0,2.0,1.0,8496.0,1068.0,11.0,284.0,17.0,668.0,446.0,633.0,381.0,171.0,268.0,42.0,0.4197566063956281,2014.0,38.74815657274145,-9.156340480297294,True
44.0,  Sylvia Jones,female,1941-03-20 11:31:00,85.0,2.0,1.0,0.0,3.0,10440.0,3659.0,8.0,1966.0,956.0,304.0,368.0,266.0,1635.0,95.0,271.0,84.0,0.2426026354063847,2016.0,38.74198055776764,-9.090553284872955,True
46.0,  Jane Dixon,female,1955-01-27 22:46:00,71.0,1.0,1.0,1.0,4.0,16221.0,1325.0,12.0,2009.0,439.0,177.0,729.0,87.0,2111.0,80.0,436.0,32.0,0.0899605382861564,2019.0,38.75784856755827,-9.088422920127655,True
47.0,  Lillian Moore,female,1976-01-22 06:46:00,50.0,0.0,1.0,1.0,4.0,3836.0,40.0,21.0,232.0,301.0,477.0,1262.0,696.0,467.0,434.0,428.0,188.0,0.5893278251634426,2019.0,38.73230749038213,-9.21469076819808,True
48.0,  Kayla Blankenship,female,1993-10-03 06:09:00,32.0,2.0,0.0,2.0,2.0,9339.0,300.0,6.0,88.0,244.0,1033.0,507.0,467.0,316.0,137.0,370.0,87.0,0.8021778732399719,2016.0,38.7480290416654,-9.15656587813829,True
49.0,  Archie Mickel,male,1997-06-22 05:02:00,28.0,2.5,2.5,1.0,3.0,29112.0,5704.0,8.0,1508.0,963.0,1549.0,1341.0,511.0,887.0,606.0,64.0,329.0,0.1829629326719151,2025.0,38.7496666360259,-9.14014091211847,True
50.0,  Doloris Atwell,female,1960-05-25 13:21:00,66.0,0.0,1.0,1.0,5.0,33106.0,2893.0,14.0,514.0,790.0,452.0,794.0,1271.0,825.0,307.0,410.0,128.0,0.0941141673878209,2018.0,38.80364972655259,-9.088422920127655,True
52.0,Felipe Belliveau,male,1977-06-14 14:39:00,48.0,1.0,0.0,1.0,1.0,10551.0,8297.0,20.0,39.0,487.0,1363.0,697.0,433.0,540.0,736.0,5.0,37.0,0.2335421656467491,2016.0,38.76338275574757,-9.175977632749976,True
53.0,  Salvatore Blackmon,male,1972-05-26 03:16:00,54.0,0.0,0.0,1.0,4.0,10375.0,454.0,11.0,95.0,94.0,170.0,486.0,734.0,39.0,223.0,43.0,98.0,0.9779245524062679,2014.0,38.716659620636335,-9.126962821404986,True
54.0,Jody Marrs,female,1974-10-23 02:33:00,51.0,0.0,0.0,2.0,2.0,14037.0,8297.0,22.0,90.0,601.0,1342.0,718.0,967.0,247.0,223.0,328.0,109.0,0.3376005577176389,2014.0,38.744460255877705,-9.1663286590939,True
55.0,  George Moland,male,1979-07-21 07:21:00,46.0,2.0,2.5,1.0,1.0,31548.0,4885.0,11.0,979.0,1084.0,307.0,1808.0,901.0,642.0,223.0,456.0,166.0,0.0503315349347742,2012.0,38.76299838765157,-9.170646844713852,True
56.0,  Renee Green,female,1991-02-19 18:03:00,35.0,2.0,0.0,2.0,1.0,7706.0,1395.0,11.0,312.0,114.0,649.0,561.0,631.0,13.0,116.0,53.0,109.0,0.2457068193430098,2017.0,38.7474890696561,-9.155944958147968,True
57.0,  Suzanne Jackson,female,1997-07-31 09:09:00,28.0,2.0,2.5,2.0,1.0,8856.0,862.0,6.0,144.0,46.0,662.0,589.0,343.0,500.0,168.0,81.0,39.0,0.9779245524062679,2017.0,38.74771972687876,-9.155806753882551,True
59.0,  Norman Kellar,male,1995-05-30 22:29:00,31.0,0.0,1.0,2.0,3.0,11036.0,446.0,23.0,450.0,95.0,148.0,461.0,361.0,688.0,284.0,475.0,18.0,0.4584183117437898,2014.0,38.74384410672418,-9.152002161264976,True
60.0,  Stella Vanlandingham,female,1945-09-25 06:24:00,80.0,1.0,2.5,1.0,1.0,21035.0,4355.0,13.0,710.0,273.0,625.0,1557.0,830.0,594.0,450.0,624.0,45.0,0.1970857982962765,2008.0,38.77163386244289,-9.120604122622966,True
61.0,  Mildred Jones,female,1994-01-25 08:17:00,32.0,1.0,1.0,1.0,3.0,5241.0,2848.0,13.0,2290.125,580.0,250.0,46.0,281.0,1037.0,290.0,252.0,59.0,0.1318202582444303,2014.0,38.77968386918864,-9.19466434077501,True
62.0,  Renee Crowe,female,1956-03-17 22:51:00,70.0,2.0,2.0,1.0,1.0,9973.0,3875.0,9.0,1206.0,857.0,1261.0,1486.0,1205.0,620.0,313.0,193.0,361.0,0.1108472703578988,2005.0,38.77651127402721,-9.190814820328804,True
63.0,  Tony Cummings,male,1973-06-27 21:29:00,52.0,1.0,0.0,0.0,4.0,8375.0,3406.0,11.0,1572.0,305.0,438.0,83.0,67.0,748.0,151.0,32.0,41.0,0.1321238480605895,2011.0,38.77927405559048,-9.166152028406405,True
64.0,  Homer Rodriguez,male,1969-01-22 11:08:00,57.0,1.0,0.0,1.0,2.0,13355.0,673.0,9.0,547.0,79.0,194.0,748.0,511.0,106.0,179.0,16.0,62.0,0.5990170831946777,2017.0,38.72848388735738,-9.181805417133749,True
66.0,  Dina Kellum,female,1960-02-13 06:16:00,66.0,1.0,1.0,1.0,7.0,12155.0,2559.0,10.0,2093.0,621.0,410.0,45.0,79.0,607.0,156.0,171.0,127.0,0.0586036965773658,2010.0,38.717907654023755,-9.18996276218488,True
69.0,  Raymond Stpeter,male,1980-01-08 06:34:00,46.0,2.0,1.0,1.0,5.0,16752.0,466.0,13.0,1738.0,849.0,17.0,37.0,65.0,2237.5,228.0,397.0,120.0,0.1964968506860476,2015.0,38.75416736257537,-9.146026082165973,True
70.0,Erik Murray,male,1946-05-04 09:03:00,80.0,0.0,0.0,1.0,2.0,7863.0,2525.0,21.0,26.0,622.0,1016.0,648.0,497.0,402.0,736.0,311.0,193.0,0.276803492086756,2013.0,38.763435207402395,-9.150999564138113,True
71.0,  Sylvia Giles,female,1975-10-09 09:15:00,50.0,1.0,2.0,2.5,4.0,9961.0,1725.0,16.0,1770.0,692.0,448.0,43.0,127.0,683.0,130.0,255.0,189.0,0.0597959273288908,2011.0,38.73829055773158,-9.159192307369766,True
72.0,  Danial Schmitz,male,1960-08-26 12:52:00,65.0,2.0,0.0,1.0,4.0,5836.0,211.0,10.0,1318.0,356.0,322.0,106.0,86.0,2127.0,299.0,627.0,34.0,0.2278466768695096,2016.0,38.78844147513438,-9.104188173971986,True
73.0,Doris Cedillo,female,1956-04-23 19:16:00,70.0,1.0,0.0,0.0,2.0,4804.0,8297.0,18.0,161.0,349.0,1238.0,622.0,1441.0,151.0,736.0,365.0,18.0,0.3454144786395181,2021.0,38.73800927193912,-9.153900715709058,True
74.0,  Jeannette Ganser,female,1970-11-23 06:44:00,55.0,1.0,0.0,1.0,4.0,13382.0,1799.0,10.0,1910.0,547.0,162.0,106.0,25.0,1907.0,61.0,359.0,81.0,0.13208322630811,2016.0,38.734443164028626,-9.18110165931389,True
75.0,Carol Hendrix,female,1975-06-05 23:55:00,51.0,0.0,0.0,0.0,2.0,9583.0,8297.0,8.0,135.0,342.0,1438.0,995.0,124.0,43.0,736.0,292.0,165.0,0.2191056596387716,2017.0,38.76662652137475,-9.149499807448898,True
76.0,  Thomas Davis,male,1952-06-16 17:45:00,73.0,0.0,1.0,0.0,2.0,16686.0,1281.0,8.0,983.0,157.0,183.0,963.0,777.0,883.0,295.0,289.0,83.0,0.1313530667384041,2020.0,38.759613981210855,-9.163422794015997,True
77.0,  Amanda Foppiano,female,1998-05-25 04:37:00,28.0,1.0,0.0,1.0,1.0,27734.0,2269.0,11.0,2052.0,538.0,505.0,81.0,103.0,283.0,181.0,739.5,130.0,0.0303707864934123,2026.0,38.75751840162344,-9.167218279468052,True
78.0,  Kelly Studivant,female,1964-03-08 07:09:00,62.0,2.0,2.0,0.0,1.0,14670.0,5754.0,14.0,232.0,1057.0,1110.0,1109.0,1824.0,1349.0,321.0,379.0,308.0,0.4541855193746511,2014.0,38.75816049569222,-9.132848257178836,True
79.0,  Betty Payne,female,1976-09-30 21:41:00,49.0,0.0,1.0,0.0,5.0,26331.0,740.0,11.0,337.0,507.0,842.0,990.0,1119.0,890.0,223.0,537.0,195.0,0.7758343929075089,2006.0,38.72660554417923,-9.186097839238466,True
80.0,  Cody Gerber,male,1998-09-13 19:39:00,27.0,1.0,1.0,2.0,5.0,21442.0,1043.0,17.0,1118.0,99.0,1265.0,477.0,228.0,289.0,39.0,243.0,220.0,0.2630513932327908,2019.0,38.79038661172089,-9.088422920127655,True
81.0,  Denise Allard,female,1992-03-18 18:34:00,34.0,2.0,0.0,2.0,1.0,6273.0,430.0,6.0,208.0,291.0,525.0,539.0,804.0,707.0,121.0,320.0,91.0,-0.2178053773779392,2020.0,38.74809191328798,-9.155614661575228,True
82.0,  Heather Howie,female,2001-09-25 01:21:00,24.0,0.0,0.0,0.0,2.0,8073.0,1372.0,8.0,123.0,304.0,1326.0,367.0,259.0,237.0,441.0,171.0,49.0,0.609052506679316,2029.0,38.75642674039771,-9.16259443042522,True
83.0,Rose Huffman,female,1940-02-07 08:15:00,86.0,0.0,0.0,1.0,3.0,10842.0,8297.0,16.0,91.0,810.0,1741.0,678.0,963.0,155.0,736.0,355.0,40.0,0.3770638581540876,2021.0,38.76582580039765,-9.164486303789882,True
84.0,  David Alexander,male,1981-05-31 21:01:00,45.0,1.0,1.0,1.0,3.0,39047.0,6045.0,14.0,218.0,1029.0,556.0,907.0,168.0,257.0,267.0,384.0,358.0,0.7467978428414461,2009.0,38.71045673659789,-9.142284639235136,True
85.0,  Margaret Cunningham,female,1953-11-22 21:51:00,72.0,2.0,2.5,2.5,2.0,1441.0,3934.0,9.0,405.0,513.0,278.0,1517.0,916.0,579.0,24.0,477.0,140.0,0.2823858766171893,2013.0,38.71461868176959,-9.174287445881845,True
86.0,  Kirk Trapp,male,1966-11-25 06:45:00,59.0,1.0,1.0,0.0,4.0,23174.0,2382.0,10.0,155.0,529.0,795.0,1120.0,684.0,644.0,319.0,327.0,281.0,0.3861281392503943,2019.0,38.77255942117437,-9.195413475643676,True
87.0,  Milagro Amelung,female,1977-09-03 11:26:00,48.0,1.0,1.0,1.0,3.0,28825.0,2948.0,15.0,459.0,687.0,716.0,884.0,1495.0,1314.0,161.0,739.5,337.0,-0.0221804768790281,2008.0,38.776790657995434,-9.146791974256198,True
89.0,  Miguel Levay,male,1994-02-21 15:29:00,32.0,1.0,1.0,1.0,4.0,13002.0,556.0,23.0,2228.0,162.0,395.0,67.0,51.0,1089.0,736.0,93.0,87.0,0.1262473214341531,2016.0,38.77783886759041,-9.121572464167178,True
90.0,Linda Ellerbe,female,1947-10-11 16:35:00,78.0,0.0,0.0,2.0,1.0,6058.0,8297.0,23.0,501.0,809.0,704.0,979.0,635.0,211.0,736.0,71.0,104.0,0.3404408310625003,2018.0,38.72208184325029,-9.154822555731917,True
91.0,  William Mclaren,male,1986-12-06 01:08:00,39.0,1.0,0.0,1.0,3.0,7932.0,69.0,13.0,551.0,226.0,156.0,583.0,256.0,644.0,5.0,319.0,67.0,0.9070557755568464,2018.0,38.76704472113971,-9.166026364327674,True
92.0,  Lura Speis,female,1984-04-21 18:11:00,42.0,1.0,0.0,1.0,6.0,13071.0,157.0,8.0,505.0,717.0,575.0,192.0,1071.0,586.0,364.0,216.0,234.0,0.5268036064428512,2018.0,38.79223254831397,-9.210578250727703,True
94.0,  Anthony Arrington,male,1988-11-19 14:19:00,37.0,1.0,1.0,1.0,1.0,5655.0,1051.0,12.0,1962.0,494.0,543.0,729.0,105.0,1151.0,238.0,30.0,36.0,0.1012932645549802,2015.0,38.74651477955942,-9.120798538232616,True
95.0,Stephen Dukes,male,1963-06-17 00:24:00,62.0,0.0,1.0,0.0,1.0,12254.0,1469.0,19.0,301.0,618.0,954.0,1000.0,1446.0,578.0,736.0,398.0,137.0,0.1016737098625224,2020.0,38.73930534987978,-9.197227829892029,True
97.0,  Diana Hawes,female,1989-05-15 05:07:00,37.0,1.0,0.0,2.0,4.0,14381.0,1017.0,20.0,201.0,172.0,134.0,989.0,1059.0,269.0,148.0,67.0,68.0,0.8094045771803405,2021.0,38.73197756405301,-9.141592106035638,True
100.0,  Patrick Aichele,male,1990-12-15 21:59:00,35.0,2.0,1.0,0.0,4.0,9509.0,979.0,19.0,748.0,177.0,121.0,934.0,370.0,264.0,112.0,81.0,66.0,0.4868643818010812,2012.0,38.75837963116939,-9.150308594394824,True
102.0,Juanita Roccio,female,1972-12-30 08:57:00,53.0,0.0,0.0,2.0,1.0,4963.0,8117.0,20.0,287.0,170.0,795.0,762.0,827.0,92.0,736.0,414.0,84.0,0.4875727932321885,2016.0,38.76089025907025,-9.167570696819215,True
103.0,  Eunice Sancho,female,1960-07-12 03:53:00,65.0,1.0,0.0,1.0,3.0,18813.0,1983.0,11.0,1620.0,636.0,63.0,220.0,141.0,2015.0,28.0,356.0,143.0,0.0958128950752033,2020.0,38.77297621630804,-9.088422920127655,True
105.0,  Jennifer Moore,female,1958-05-18 06:41:00,68.0,2.5,2.5,1.0,2.0,39047.0,5030.0,13.0,1513.0,927.0,1910.5,1615.0,1769.0,1102.0,463.0,260.0,283.0,0.0813834962793859,2014.0,38.76852676536102,-9.176406260447294,True
106.0,Roman Jones,male,1955-01-19 16:51:00,71.0,0.0,0.0,2.0,1.0,8737.0,8297.0,21.0,206.0,645.0,1515.0,918.0,114.0,360.0,736.0,522.0,79.0,0.3015708906740711,2016.0,38.7218065338727,-9.189276057401225,True
107.0,  Wayne Blum,male,1960-10-08 19:29:00,65.0,1.0,2.0,1.0,4.0,19723.0,4206.0,11.0,167.0,720.0,578.0,997.0,979.0,867.0,413.0,376.0,379.0,0.6661432047076098,2007.0,38.71685569879275,-9.134990864874297,True
108.0,  Brittany Vaughan,female,1942-08-26 13:08:00,83.0,0.0,0.0,1.0,5.0,16207.0,638.0,18.0,465.0,204.0,113.0,943.0,511.0,751.0,96.0,571.0,55.0,0.9779245524062679,2015.0,38.76907869074987,-9.191046258934824,True
109.0,  Lori Zavala,female,1989-12-09 11:22:00,36.0,2.5,1.0,0.0,3.0,14481.0,1031.0,12.0,1551.0,782.0,197.0,177.0,39.0,1784.0,170.0,322.0,124.0,0.3001345836946428,2011.0,38.73687020809721,-9.180975267447808,True
110.0,  Mona Atkins,female,1961-09-04 07:20:00,64.0,1.0,0.0,1.0,5.0,14372.0,2271.0,11.0,602.0,480.0,771.0,144.0,693.0,513.0,400.0,321.0,197.0,0.4329720461412199,2021.0,38.80361946829855,-9.202830282726984,True
111.0,  Tanesha Hotton,female,1961-12-15 10:26:00,64.0,1.0,1.0,1.0,3.0,25464.0,1280.0,16.0,1709.0,514.0,492.0,62.0,115.0,792.0,111.0,454.0,75.0,0.0534948295874103,2011.0,38.78620221349695,-9.13589530641425,True
112.0,  Betty Hill,female,1993-07-19 07:04:00,32.0,2.0,0.0,2.0,1.0,9568.0,68.0,10.0,297.0,356.0,690.0,529.0,872.0,322.0,90.0,107.0,78.0,0.9779245524062679,2019.0,38.747639991362306,-9.15751600451793,True
113.0,  Lynn Severson,female,1957-07-14 04:44:00,68.0,1.0,1.0,0.0,5.0,11533.0,111.0,12.0,1108.0,525.0,1115.0,233.0,318.0,544.0,104.0,345.0,242.0,0.387294290679021,2014.0,38.790250424700105,-9.12560742425143,True
114.0,  Richard Scott,male,1946-12-09 19:49:00,79.0,1.0,1.0,1.0,4.0,4438.0,1148.0,7.0,332.0,222.0,807.0,761.0,1211.0,1191.0,736.0,312.0,208.0,0.1839790083925955,2016.0,38.74691210031135,-9.169516003884596,True
115.0,Toni Sultan,female,1999-03-14 22:40:00,27.0,1.0,1.0,2.0,1.0,17941.0,8297.0,23.0,268.0,596.0,1422.0,700.0,839.0,197.0,736.0,294.0,161.0,0.4144789848889739,2027.0,38.722564885882555,-9.149736347220726,True
116.0,Heather Norton,female,1948-01-05 19:38:00,78.0,0.0,0.0,2.5,1.0,13273.0,8297.0,19.0,172.0,361.0,459.0,844.0,782.0,62.0,736.0,473.0,142.0,0.308862880379154,2016.0,38.71969543065247,-9.200678460768987,True
117.0,  Heather Bagg,female,1981-04-13 07:16:00,45.0,1.0,1.0,1.0,5.0,39047.0,4218.0,14.0,133.0,715.0,743.0,1838.0,1304.0,2096.0,736.0,386.0,306.0,0.6720084118498342,2013.0,38.73995576839345,-9.170008667705876,True
119.0,  Yvonne Adams,female,1974-07-02 08:40:00,51.0,1.0,0.0,1.0,5.0,20495.0,2880.0,21.0,2290.125,343.0,464.0,729.0,127.0,727.0,177.0,342.0,46.0,0.2394492208095545,2015.0,38.78383569577728,-9.146924371848243,True
120.0,  Sabrina Knight,female,1965-02-14 22:39:00,61.0,2.0,1.0,0.0,5.0,15447.0,2470.0,9.0,1509.0,760.0,123.0,155.0,195.0,1679.0,37.0,454.0,77.0,0.0968668732267962,2014.0,38.75142059233535,-9.182301264134685,True
121.0,  Merlyn Lopez,female,1958-09-25 10:07:00,67.0,1.0,1.0,1.0,5.0,5808.0,4276.0,14.0,253.0,1238.5,483.0,810.0,688.0,527.0,53.0,365.0,234.0,0.3772197795413153,2015.0,38.75853117180204,-9.140798899878051,True
122.0,  Carol Timmons,female,1940-03-18 04:40:00,86.0,0.0,2.5,2.0,2.0,27671.0,4881.0,10.0,841.0,769.0,1084.0,1975.0,1495.0,1675.0,589.0,725.0,334.0,0.2948555068239735,2010.0,38.76700374527207,-9.176452516428409,True
123.0,  Ashley Jensen,female,1951-07-16 07:19:00,74.0,2.0,2.5,2.0,3.0,21123.0,6172.0,10.0,645.0,441.0,1675.0,1048.0,551.0,1043.0,285.0,362.0,193.0,0.1445167673416348,2013.0,38.75650709718552,-9.187110626681164,True
124.0,  Reyna Seanez,female,1962-04-22 23:47:00,64.0,1.0,1.0,0.0,3.0,8783.0,389.0,8.0,1441.0,636.0,28.0,394.0,113.0,1850.0,301.0,434.0,93.0,0.0620544519024242,2013.0,38.76857705330424,-9.157619897688855,True
125.0,  Elizabeth Gurley,female,1970-02-09 02:15:00,56.0,1.0,1.0,1.0,6.0,11748.0,3007.0,12.0,2113.0,271.0,487.0,36.0,511.0,194.0,174.0,78.0,141.0,0.0487000090505459,2009.0,38.75812588133764,-9.161002307757355,True
